Season,Team,WinLossPct,AvgPts,PtDiff,AvgRebounds,AvgAssists,AvgTurnovers,AvgFouls,FGPct,FTPct,ThPct,AvgStealsPlusBlocks,AvgPtsAgainst,OppFGPct,OppThPct
2007,1197,.58,68,-43,37,13,17,18,.45,.66,.36,8,70,.42,.35
2008,1261,.40,68,-20,36,11,13,16,.43,.75,.32,12,69,.42,.34
2015,1450,.42,70,-184,35,14,11,18,.43,.72,.34,7,76,.47,.37
2016,1182,.48,77,4,40,15,13,20,.46,.69,.36,8,77,.42,.40
2017,1246,.85,85,488,40,15,12,19,.48,.70,.35,11,71,.42,.31
2003,1192,.52,72,-47,35,14,14,19,.44,.70,.35,8,74,.46,.34
2003,1275,.44,58,-28,31,11,11,18,.42,.69,.32,7,59,.43,.32
2012,1223,.26,69,-269,39,11,15,22,.41,.68,.32,8,79,.48,.37
2013,1287,.42,70,-110,37,13,17,24,.43,.70,.31,10,73,.46,.36
2014,1194,.27,65,-141,37,11,12,18,.42,.65,.33,9,69,.43,.34
2015,1258,.23,61,-282,35,12,13,17,.41,.71,.35,9,70,.46,.39
2003,1129,.43,65,-29,35,11,14,19,.41,.70,.30,10,66,.43,.34
2006,1419,.28,62,-234,37,10,16,18,.39,.68,.34,8,72,.44,.35
2007,1151,.40,65,-93,36,12,16,17,.42,.63,.34,6,68,.44,.36
2014,1340,.52,71,-38,32,12,11,19,.46,.73,.36,7,72,.48,.36
2015,1404,.57,67,33,34,11,11,15,.46,.70,.38,6,66,.44,.36
2005,1458,.73,67,226,35,13,11,15,.44,.67,.39,7,59,.42,.30
2007,1343,.39,50,-83,27,11,13,17,.41,.67,.34,8,53,.45,.31
2008,1407,.34,74,-144,39,12,12,16,.40,.73,.35,11,79,.47,.36
2010,1381,.19,61,-342,33,10,18,20,.43,.72,.34,9,74,.44,.34
2017,1438,.69,66,351,34,14,9,16,.46,.71,.39,9,55,.40,.31
2003,1384,.50,68,-43,35,13,15,17,.44,.68,.36,9,69,.47,.31
2004,1448,.68,83,229,38,15,15,20,.47,.71,.38,12,75,.44,.36
2005,1309,.41,66,-96,37,13,12,18,.43,.63,.32,8,69,.44,.37
2006,1373,.54,74,44,36,13,13,15,.43,.76,.38,10,72,.45,.35
2005,1163,.76,78,344,45,17,15,15,.46,.70,.35,15,66,.38,.30
2008,1453,.50,69,-29,33,11,13,19,.46,.74,.37,8,70,.44,.35
2009,1271,.23,58,-332,38,9,16,19,.37,.62,.31,6,69,.45,.35
2010,1335,.21,62,-280,33,13,15,19,.41,.75,.32,7,72,.48,.39
2009,1125,.61,76,186,37,16,14,19,.44,.68,.35,10,70,.44,.33
2010,1189,.26,65,-228,37,12,13,18,.41,.65,.32,7,73,.46,.35
2014,1297,.30,68,-167,34,11,11,20,.44,.71,.35,8,73,.47,.38
2015,1361,.76,61,272,35,10,11,14,.42,.63,.32,11,53,.38,.31
2017,1292,.88,74,360,35,15,10,18,.49,.70,.37,9,63,.42,.32
2003,1232,.23,56,-289,35,12,13,18,.39,.69,.35,9,65,.46,.37
2006,1353,.57,68,95,36,12,12,20,.43,.73,.36,10,64,.42,.34
2008,1410,.52,72,17,32,15,12,17,.46,.72,.40,7,71,.48,.34
2011,1199,.68,69,219,39,12,16,19,.44,.66,.33,14,62,.36,.30
2012,1263,.39,67,-57,37,13,13,18,.43,.73,.32,10,69,.42,.35
2014,1320,.50,72,73,34,13,10,18,.45,.72,.36,8,69,.45,.36
2015,1384,.50,63,-19,33,11,12,15,.43,.67,.33,9,63,.44,.32
2009,1165,.69,73,239,37,15,13,18,.47,.74,.41,10,64,.42,.31
2010,1229,.69,70,189,36,13,12,17,.45,.71,.33,10,64,.42,.34
2010,1444,.53,68,51,37,12,13,19,.43,.74,.32,9,67,.42,.35
2017,1418,.61,80,82,39,14,13,19,.46,.70,.34,9,77,.48,.37
2003,1447,.68,75,127,36,16,14,17,.47,.73,.38,10,71,.46,.38
2014,1108,.32,61,-187,35,8,11,18,.41,.66,.30,9,68,.44,.35
2016,1162,.66,74,143,34,14,10,19,.45,.73,.38,9,69,.45,.36
2017,1226,.13,69,-352,34,10,13,18,.43,.68,.36,9,81,.49,.40
2003,1424,.68,75,156,34,14,14,19,.47,.71,.36,12,70,.46,.31
2007,1323,.77,81,426,39,17,12,18,.46,.75,.40,11,67,.42,.34
2008,1387,.52,60,-47,33,12,12,16,.43,.72,.36,6,61,.42,.36
2012,1286,.37,67,-153,37,12,13,19,.41,.70,.35,9,72,.47,.39
2013,1350,.56,70,119,33,13,12,19,.44,.73,.38,11,66,.44,.34
2016,1185,.48,75,-40,37,10,12,21,.44,.73,.32,12,77,.43,.37
2017,1249,.52,74,27,37,13,13,21,.44,.68,.36,9,73,.47,.33
2016,1119,.58,76,40,42,15,13,19,.43,.70,.34,8,75,.45,.35
2007,1111,.76,74,190,35,15,14,18,.48,.69,.37,11,68,.44,.35
2007,1154,.15,55,-379,34,10,14,17,.40,.63,.30,7,69,.49,.39
2008,1218,.37,70,-87,34,15,14,20,.44,.74,.33,9,73,.48,.39
2012,1455,.84,76,439,38,14,12,17,.48,.75,.37,9,62,.40,.31
2007,1131,.40,60,1,33,11,14,19,.42,.68,.36,8,60,.42,.34
2008,1367,.21,62,-245,37,12,15,18,.40,.61,.33,10,70,.45,.35
2009,1188,.17,64,-365,36,11,15,20,.41,.70,.33,9,80,.48,.39
2009,1431,.61,75,112,40,13,12,22,.42,.72,.31,10,71,.43,.32
2010,1252,.55,78,81,37,17,14,17,.46,.70,.36,9,75,.47,.38
2010,1421,.43,71,-192,39,15,17,19,.43,.68,.30,12,78,.44,.34
2012,1306,.43,60,-68,36,9,13,18,.40,.62,.34,7,62,.42,.29
2013,1370,.24,65,-101,39,13,18,19,.42,.63,.32,10,69,.41,.32
2007,1280,.58,76,232,39,14,14,17,.46,.66,.36,13,68,.40,.32
2008,1344,.48,72,16,36,14,14,17,.45,.68,.38,11,72,.44,.35
2012,1329,.44,66,-62,35,11,11,19,.42,.74,.33,10,68,.43,.32
2013,1393,.74,71,394,39,14,12,16,.44,.68,.33,15,60,.38,.30
2016,1142,.29,71,-123,39,13,10,20,.41,.68,.35,8,76,.47,.40
2017,1206,.59,74,72,39,11,13,16,.45,.75,.34,7,71,.43,.33
2003,1404,.42,74,-112,36,15,15,20,.46,.68,.33,11,78,.49,.34
2006,1110,.41,63,-121,37,13,15,18,.42,.69,.34,9,67,.43,.39
2007,1174,.16,60,-290,33,10,12,18,.40,.72,.33,7,69,.48,.38
2016,1205,.47,71,-89,40,11,13,20,.41,.65,.34,10,74,.45,.35
2017,1269,.45,71,-1,37,16,14,21,.44,.66,.30,12,71,.41,.34
2003,1298,.27,59,-165,34,12,17,19,.41,.66,.33,9,66,.45,.38
2004,1362,.53,64,-114,36,13,15,20,.43,.64,.31,9,68,.46,.39
2009,1208,.38,64,-160,38,13,17,16,.41,.64,.34,11,69,.43,.33
2010,1272,.72,75,339,34,13,11,18,.46,.70,.38,13,64,.42,.32
2010,1401,.71,71,201,38,12,12,18,.44,.66,.34,10,64,.41,.34
2014,1171,.38,65,-42,35,11,12,20,.43,.68,.38,8,67,.45,.37
2015,1235,.76,78,300,36,16,11,15,.48,.70,.37,10,69,.42,.35
2017,1375,.40,70,-110,37,12,13,20,.43,.66,.32,11,74,.45,.36
2004,1182,.41,70,-31,36,15,14,19,.45,.68,.34,9,71,.42,.34
2005,1246,.83,73,355,36,15,13,16,.46,.66,.34,13,61,.40,.32
2005,1332,.52,70,-6,35,13,15,17,.46,.65,.34,8,71,.44,.33
2006,1396,.55,62,104,35,9,7,15,.40,.60,.33,12,58,.42,.36
2012,1137,.72,68,223,35,13,11,16,.46,.77,.38,7,61,.40,.35
2014,1277,.76,75,361,37,17,11,18,.47,.69,.39,11,65,.40,.33
2015,1341,.44,67,-85,36,10,14,21,.43,.65,.33,11,69,.44,.30
2015,1427,.43,69,-20,37,11,12,16,.42,.69,.33,9,70,.45,.37
2011,1136,.28,66,-286,36,13,13,18,.42,.65,.36,8,76,.46,.39
2012,1200,.34,61,-277,41,11,13,17,.38,.61,.27,12,71,.43,.36
2017,1163,.47,66,20,37,12,12,17,.42,.72,.35,9,65,.39,.33
2009,1145,.35,62,-148,39,12,16,20,.41,.62,.29,9,67,.40,.31
2010,1209,.35,61,-70,35,11,13,18,.42,.68,.32,10,64,.43,.33
2010,1464,.21,65,-171,34,12,13,20,.42,.69,.32,9,71,.47,.38
2003,1212,.36,71,-268,40,13,16,19,.42,.70,.34,9,80,.46,.35
2009,1251,.62,73,44,35,14,13,17,.44,.72,.35,7,72,.44,.34
2010,1315,.21,61,-307,33,11,16,21,.41,.67,.35,8,72,.44,.37
2010,1358,.75,79,212,38,19,13,20,.47,.71,.38,9,72,.45,.34
2011,1422,.23,71,-297,37,11,15,21,.43,.69,.36,9,80,.47,.38
2017,1461,.53,77,17,38,14,13,21,.43,.74,.34,9,76,.41,.32
2007,1217,.43,72,-143,34,11,16,16,.44,.76,.32,9,77,.49,.37
2008,1281,.50,77,156,37,16,12,20,.45,.69,.33,11,72,.44,.31
2009,1102,.28,57,-142,30,11,13,17,.44,.67,.37,7,62,.42,.35
2010,1166,.52,69,31,35,13,12,18,.43,.71,.33,8,68,.42,.34
2012,1392,.70,65,181,38,10,12,14,.42,.70,.33,6,59,.42,.36
2013,1456,.41,68,-17,33,14,13,15,.46,.71,.37,7,68,.44,.32
2005,1140,.25,63,-159,35,11,14,18,.41,.72,.36,9,69,.46,.36
2008,1430,.48,70,23,33,12,14,18,.45,.74,.38,9,69,.44,.35
2011,1179,.42,64,-103,33,11,12,18,.43,.69,.35,8,67,.45,.33
2012,1243,.68,71,239,38,14,14,20,.44,.67,.34,10,63,.41,.32
2005,1206,.55,73,109,36,14,12,17,.45,.69,.36,11,69,.44,.36
2006,1270,.44,70,-75,38,11,16,21,.41,.68,.37,12,73,.47,.38
2011,1448,.25,67,-318,35,11,15,18,.42,.75,.36,10,77,.46,.37
2014,1237,.10,63,-376,33,9,11,16,.43,.74,.30,7,76,.49,.37
2015,1301,.61,70,164,39,11,10,17,.44,.68,.36,9,65,.40,.33
2005,1229,.55,66,7,34,13,14,16,.46,.66,.35,9,66,.45,.35
2006,1293,.79,71,281,37,16,12,18,.45,.65,.36,12,61,.40,.31
2014,1214,.60,73,89,40,12,15,23,.42,.65,.32,13,70,.40,.35
2015,1278,.53,73,164,34,15,12,18,.46,.68,.37,12,68,.44,.37
2005,1160,.45,71,-104,39,13,13,19,.43,.63,.35,11,74,.44,.32
2009,1105,.29,64,-194,39,10,16,20,.39,.66,.27,11,72,.45,.33
2010,1169,.34,71,-130,38,11,17,23,.42,.67,.31,10,75,.42,.35
2013,1127,.07,55,-430,37,8,15,16,.37,.65,.29,8,70,.44,.36
2014,1191,.39,68,-134,33,14,12,18,.46,.71,.35,8,72,.45,.36
2004,1119,.16,49,-376,32,9,17,18,.36,.66,.33,7,64,.43,.36
2005,1183,.41,67,-126,34,13,15,20,.44,.74,.37,8,72,.43,.32
2010,1146,.23,61,-174,36,9,14,17,.41,.63,.31,8,68,.45,.35
2013,1104,.63,62,105,33,10,12,17,.43,.70,.34,12,59,.41,.31
2014,1168,.35,67,-123,37,11,11,19,.43,.66,.33,6,71,.46,.34
2005,1375,.28,60,-149,34,10,16,20,.41,.65,.35,9,66,.43,.35
2006,1439,.47,68,105,33,12,11,17,.45,.65,.32,13,65,.43,.35
2007,1426,.41,72,-135,37,13,17,19,.45,.69,.34,9,77,.45,.35
2015,1132,.67,66,154,35,12,11,17,.44,.72,.34,10,61,.41,.32
2005,1352,.46,68,-77,34,12,13,18,.44,.71,.36,9,71,.48,.36
2006,1416,.44,62,-32,34,14,15,19,.43,.65,.37,10,63,.42,.33
2015,1155,.52,62,17,37,10,11,16,.41,.68,.30,10,62,.40,.33
2016,1434,.80,75,349,42,13,13,20,.44,.73,.37,11,63,.39,.35
2006,1316,.15,68,-199,34,13,16,18,.44,.72,.34,8,76,.47,.32
2007,1380,.32,59,-238,37,9,18,18,.39,.64,.33,11,67,.43,.31
2014,1360,.47,65,-6,33,10,11,18,.44,.69,.38,9,65,.44,.34
2015,1178,.42,69,-74,35,13,13,21,.44,.69,.38,10,71,.45,.34
2015,1424,.53,66,65,36,13,11,16,.44,.66,.36,12,64,.40,.35
2016,1242,.88,80,419,37,15,12,18,.49,.71,.42,10,67,.40,.33
2016,1411,.56,72,85,38,14,13,15,.46,.63,.34,7,70,.44,.33
2006,1462,.68,71,264,35,15,12,17,.46,.73,.37,11,62,.39,.31
2007,1403,.64,71,97,32,13,11,17,.45,.74,.41,8,68,.46,.34
2015,1201,.43,63,-106,33,9,11,20,.42,.69,.31,11,66,.44,.35
2015,1324,.47,73,-73,35,14,12,17,.45,.69,.36,7,75,.47,.36
2015,1447,.31,67,-188,40,10,13,22,.40,.70,.31,8,74,.47,.38
2016,1265,.23,71,-215,36,11,12,19,.42,.73,.34,7,78,.47,.38
2016,1388,.84,74,422,35,16,9,15,.51,.70,.42,8,61,.41,.33
2011,1110,.71,66,78,34,13,11,18,.45,.72,.34,6,63,.42,.36
2016,1288,.27,67,-138,39,11,11,18,.40,.68,.30,8,72,.46,.31
2017,1103,.76,76,181,35,14,11,18,.47,.68,.37,8,71,.45,.36
2017,1352,.42,64,-113,36,10,15,20,.40,.65,.32,10,67,.44,.30
2003,1132,.41,66,-112,31,12,16,22,.44,.74,.37,9,70,.44,.34
2004,1196,.67,76,235,36,16,14,18,.48,.75,.38,9,69,.41,.32
2006,1170,.46,75,-7,37,11,12,22,.43,.71,.35,12,75,.47,.34
2007,1234,.55,68,86,35,14,13,18,.44,.74,.36,10,65,.44,.36
2009,1374,.28,63,-150,35,10,15,17,.43,.65,.36,9,68,.42,.36
2010,1438,.48,65,58,36,13,10,16,.43,.75,.35,8,63,.44,.35
2012,1412,.48,60,-32,36,11,14,15,.42,.69,.34,7,61,.41,.35
2013,1273,.66,65,173,33,14,12,17,.43,.76,.35,10,59,.40,.34
2014,1337,.47,70,-54,35,13,12,19,.45,.70,.36,8,72,.44,.37
2009,1182,.64,78,150,35,16,13,17,.47,.69,.35,10,73,.46,.35
2017,1149,.32,71,-170,37,10,11,20,.43,.68,.33,7,77,.47,.37
2017,1398,.54,69,39,39,11,15,21,.44,.70,.33,9,68,.41,.35
2004,1242,.71,74,187,38,17,14,20,.46,.71,.33,11,68,.40,.33
2005,1306,.30,63,-165,33,13,15,15,.44,.67,.30,9,70,.43,.34
2006,1124,.24,63,-159,36,10,15,20,.40,.69,.37,10,72,.44,.36
2008,1264,.39,69,-59,37,11,14,20,.43,.66,.35,10,71,.47,.38
2009,1328,.84,79,364,39,14,13,17,.49,.68,.36,11,67,.40,.34
2012,1163,.61,68,156,38,13,12,14,.45,.66,.33,12,64,.38,.34
2013,1227,.52,62,-35,35,11,12,16,.40,.75,.33,9,63,.41,.33
2003,1235,.54,70,103,37,11,13,18,.46,.68,.39,11,66,.42,.34
2009,1228,.73,64,264,33,17,12,15,.46,.71,.35,9,56,.39,.29
2010,1292,.57,67,102,34,10,13,21,.44,.73,.36,8,64,.44,.32
2012,1266,.78,75,311,36,16,13,17,.46,.72,.34,12,66,.41,.32
2013,1330,.17,64,-181,38,12,13,19,.41,.66,.27,11,70,.45,.39
2010,1192,.34,63,-252,36,11,15,19,.42,.65,.32,9,71,.43,.37
2011,1256,.35,63,-155,37,10,16,20,.42,.65,.33,7,68,.43,.33
2012,1117,.39,63,-88,35,9,13,15,.43,.67,.38,8,66,.45,.40
2017,1295,.61,73,37,36,11,11,17,.45,.71,.36,9,72,.43,.38
2004,1345,.57,65,144,34,13,13,18,.43,.74,.33,9,60,.40,.29
2005,1409,.31,71,-26,38,14,15,21,.45,.69,.34,13,72,.42,.37
2010,1338,.75,68,215,38,15,12,17,.45,.69,.34,9,61,.40,.31
2011,1156,.75,70,204,34,11,11,20,.44,.74,.35,9,64,.42,.33
2011,1402,.48,76,-51,38,13,14,21,.44,.68,.33,10,78,.46,.34
2012,1220,.31,65,-60,36,12,13,18,.40,.72,.33,10,67,.46,.35
2003,1381,.35,66,-151,31,13,15,20,.46,.72,.38,10,72,.45,.37
2012,1366,.63,62,86,37,12,15,19,.42,.59,.33,9,59,.43,.28
2005,1455,.69,71,151,36,15,13,19,.46,.72,.37,7,66,.42,.33
2016,1116,.50,78,111,39,16,11,21,.44,.69,.40,12,74,.44,.36
2008,1433,.77,67,279,36,12,13,18,.44,.68,.37,13,58,.38,.27
2011,1176,.43,60,-17,26,13,12,21,.45,.72,.40,9,60,.46,.41
2012,1240,.43,63,11,36,11,12,19,.42,.67,.26,11,63,.43,.32
2016,1139,.68,80,292,38,14,10,19,.47,.73,.39,10,71,.43,.34
2017,1252,.57,82,87,37,17,15,21,.47,.73,.36,9,79,.46,.36
2003,1278,.57,74,74,40,16,15,20,.43,.70,.36,13,71,.41,.34
2008,1364,.73,69,165,32,14,14,19,.45,.75,.41,10,64,.44,.31
2009,1354,.48,67,-11,38,12,17,17,.44,.67,.32,8,67,.42,.32
2010,1418,.43,67,0,34,11,12,20,.45,.67,.33,11,67,.43,.35
2013,1373,.25,60,-268,34,10,15,15,.40,.67,.34,8,68,.43,.33
2016,1331,.41,74,-95,35,11,12,18,.45,.76,.38,9,77,.46,.37
2017,1395,.55,73,104,36,16,13,17,.46,.69,.35,10,70,.44,.36
2003,1301,.60,72,132,33,14,14,18,.46,.77,.35,10,68,.44,.34
2004,1365,.48,64,-56,36,12,13,18,.41,.69,.33,9,66,.45,.38
2010,1441,.63,72,54,37,13,14,22,.44,.64,.36,11,70,.45,.34
2016,1308,.68,71,230,40,13,13,16,.46,.67,.32,9,63,.39,.34
2017,1372,.52,68,-15,35,12,17,21,.44,.71,.31,9,68,.46,.35
2007,1177,.57,66,113,36,13,11,16,.45,.66,.33,10,63,.41,.35
2008,1241,.43,72,-31,35,13,16,20,.46,.72,.36,10,73,.48,.37
2007,1277,.67,65,277,34,16,15,18,.47,.71,.37,9,56,.38,.32
2008,1390,.79,70,332,38,14,12,17,.45,.70,.36,9,60,.39,.34
2009,1454,.53,67,-28,40,11,12,18,.39,.71,.34,8,68,.42,.35
2013,1396,.72,72,149,36,14,10,16,.43,.73,.33,11,68,.43,.36
2014,1460,.56,66,90,30,13,13,20,.45,.74,.36,9,63,.43,.34
2006,1144,.36,82,-89,42,17,18,21,.44,.64,.35,10,86,.50,.38
2008,1198,.29,63,-184,35,12,18,21,.44,.66,.33,9,69,.44,.40
2009,1185,.20,54,-297,34,10,15,16,.39,.61,.30,9,64,.45,.36
2014,1111,.19,64,-213,38,9,12,20,.40,.64,.29,8,72,.47,.37
2015,1175,.48,69,-116,39,11,13,17,.41,.71,.35,8,72,.42,.34
2017,1229,.81,68,245,37,13,12,17,.44,.66,.36,11,60,.38,.32
2007,1108,.34,66,-268,38,9,18,24,.41,.68,.28,9,75,.45,.36
2007,1157,.42,72,-40,36,15,14,18,.44,.68,.33,10,73,.48,.34
2008,1221,.52,61,27,33,13,15,19,.44,.73,.32,11,60,.41,.37
2009,1162,.43,60,-51,36,11,14,18,.40,.67,.32,8,62,.41,.31
2015,1152,.17,55,-356,36,8,14,22,.37,.68,.30,10,67,.45,.38
2006,1193,.32,72,-173,36,12,11,19,.43,.75,.38,9,78,.48,.39
2006,1442,.19,64,-221,37,11,14,20,.40,.71,.33,7,73,.47,.40
2007,1257,.71,71,260,37,14,12,20,.43,.68,.33,11,62,.40,.32
2009,1397,.64,78,202,41,16,13,19,.46,.67,.31,10,72,.44,.34
2010,1212,.22,63,-278,37,11,15,22,.39,.69,.34,9,73,.45,.33
2010,1461,.28,67,-218,34,10,15,19,.43,.67,.26,10,74,.46,.35
2011,1276,.59,65,92,34,13,10,16,.44,.70,.35,6,62,.43,.33
2011,1133,.35,64,-99,34,11,12,18,.43,.73,.34,8,68,.43,.34
2004,1265,.21,61,-252,39,13,14,17,.39,.65,.31,9,70,.46,.35
2005,1329,.79,78,355,34,16,13,18,.50,.77,.41,9,65,.45,.35
2012,1140,.74,78,334,39,17,12,18,.47,.71,.35,12,67,.42,.31
2013,1204,.39,60,-144,35,9,12,17,.41,.69,.33,8,65,.44,.32
2015,1344,.67,70,156,37,14,11,18,.44,.71,.31,11,65,.42,.33
2016,1408,.35,65,-158,39,10,13,19,.40,.68,.30,10,70,.43,.35
2008,1141,.45,70,-97,36,9,15,24,.43,.68,.34,10,73,.47,.35
2009,1205,.37,73,-88,38,15,14,20,.43,.68,.35,9,76,.45,.34
2010,1318,.63,64,143,32,11,11,15,.45,.72,.35,10,60,.41,.35
2011,1382,.53,70,2,36,12,14,17,.46,.70,.36,8,70,.43,.33
2015,1281,.26,60,-252,35,10,12,19,.40,.67,.33,8,68,.43,.34
2016,1345,.76,77,447,40,17,11,17,.47,.74,.37,8,64,.39,.31
2003,1401,.50,71,-35,40,15,14,19,.43,.69,.36,8,73,.44,.33
2004,1222,.33,58,-153,36,9,14,20,.39,.63,.30,11,64,.40,.32
2005,1286,.46,66,-37,36,13,15,17,.43,.68,.32,11,68,.42,.33
2014,1317,.47,69,-94,39,10,12,20,.42,.68,.34,10,72,.43,.36
2015,1381,.32,68,-182,33,11,13,22,.45,.67,.40,8,75,.46,.37
2017,1272,.59,73,105,38,15,11,16,.44,.68,.30,11,70,.42,.34
2005,1186,.26,61,-169,33,13,16,20,.42,.66,.33,6,67,.47,.37
2006,1250,.59,61,28,34,12,14,17,.41,.68,.35,9,60,.39,.36
2013,1353,.48,65,-25,35,12,13,19,.44,.70,.36,10,66,.42,.32
2014,1417,.76,81,376,37,17,10,17,.49,.75,.39,12,70,.43,.35
2003,1358,.78,71,176,36,15,15,19,.46,.71,.36,13,65,.39,.31
2012,1389,.16,58,-339,34,12,15,19,.41,.65,.31,11,68,.44,.36
2013,1453,.53,65,70,35,12,13,17,.43,.75,.33,10,63,.42,.34
2003,1258,.37,70,-98,36,14,16,22,.43,.71,.31,11,73,.45,.35
2004,1322,.32,72,-116,42,14,16,23,.42,.65,.32,11,77,.43,.32
2009,1248,.27,65,-238,36,13,16,19,.40,.75,.31,8,73,.47,.35
2010,1312,.25,59,-281,38,11,15,20,.37,.64,.31,9,69,.43,.35
2011,1425,.58,66,134,36,12,11,17,.44,.65,.36,8,62,.41,.33
2006,1104,.59,69,82,37,12,13,13,.45,.71,.34,11,67,.42,.36
2008,1161,.20,62,-301,34,11,13,18,.43,.73,.33,7,72,.45,.36
2009,1225,.50,65,-5,33,13,12,18,.46,.65,.36,9,65,.44,.36
2011,1282,.52,69,-129,35,10,14,19,.44,.66,.35,8,74,.47,.37
2012,1346,.58,71,132,43,12,12,20,.43,.64,.33,8,66,.41,.34
2015,1135,.38,65,-152,37,11,14,19,.42,.70,.31,8,70,.43,.35
2016,1199,.59,78,138,38,13,13,19,.47,.69,.35,11,73,.44,.36
2006,1127,.55,62,29,37,10,11,19,.38,.74,.30,8,61,.42,.33
2007,1191,.45,68,18,32,13,12,19,.46,.73,.40,7,68,.44,.35
2008,1138,.31,70,-112,41,13,16,22,.41,.68,.32,10,74,.45,.34
2009,1202,.14,60,-320,34,11,14,20,.40,.69,.31,8,71,.48,.37
2014,1380,.55,68,108,39,12,14,22,.44,.62,.35,10,64,.38,.30
2015,1112,.91,76,606,37,14,11,17,.49,.70,.36,10,58,.39,.33
2015,1444,.58,70,31,33,12,11,18,.45,.71,.36,8,69,.44,.35
2007,1383,.29,63,-185,38,10,17,20,.41,.62,.29,9,69,.45,.35
2008,1115,.38,58,-152,38,10,13,17,.39,.62,.31,10,64,.41,.33
2008,1447,.74,71,19,42,14,15,18,.44,.60,.31,10,70,.41,.33
2010,1172,.48,70,-29,38,14,13,19,.42,.68,.36,7,71,.45,.38
2011,1236,.59,73,87,33,14,12,21,.46,.77,.38,7,70,.46,.33
2006,1296,.59,70,71,32,15,13,17,.48,.71,.38,9,67,.43,.38
2007,1360,.52,74,-13,37,14,15,20,.44,.71,.36,9,75,.48,.34
2011,1259,.50,67,12,37,11,13,19,.42,.71,.34,10,67,.45,.34
2012,1323,.67,66,164,36,14,10,13,.43,.71,.33,8,61,.41,.31
2015,1158,.27,58,-197,35,9,12,20,.40,.66,.34,8,64,.42,.36
2016,1222,.71,77,279,38,12,10,19,.47,.70,.35,9,68,.42,.30
2003,1152,.10,63,-353,33,12,17,22,.44,.62,.33,8,74,.48,.36
2012,1183,.37,63,-135,34,12,13,17,.43,.76,.34,7,68,.46,.37
2013,1247,.70,72,194,34,14,11,15,.45,.74,.37,11,65,.46,.30
2015,1304,.42,61,-52,35,10,12,18,.41,.71,.28,9,63,.40,.33
2016,1368,.32,69,-188,37,13,15,20,.45,.64,.36,8,75,.45,.38
2003,1175,.56,62,-10,32,12,13,18,.44,.69,.37,10,62,.44,.34
2004,1239,.42,70,-143,35,13,17,18,.44,.68,.35,13,75,.45,.33
2010,1149,.35,64,-124,38,10,14,18,.42,.66,.34,11,69,.44,.33
2016,1391,.27,77,-193,39,13,12,18,.45,.72,.36,7,84,.49,.36
2017,1455,.88,81,637,41,16,11,18,.47,.73,.41,10,62,.38,.31
2004,1431,.76,75,239,35,16,13,17,.47,.75,.38,9,67,.42,.34
2005,1326,.63,71,222,34,15,11,16,.46,.66,.36,9,64,.42,.32
2009,1434,.24,59,-193,34,12,15,21,.41,.61,.33,8,66,.44,.36
2013,1124,.55,73,200,38,14,12,17,.45,.69,.34,11,66,.42,.33
2013,1293,.66,72,119,35,12,13,17,.45,.69,.35,9,68,.43,.34
2014,1188,.31,71,-153,34,13,13,20,.46,.68,.37,9,77,.50,.34
2014,1357,.16,69,-216,38,12,12,19,.41,.69,.33,7,76,.46,.34
2016,1414,.72,70,147,38,15,12,18,.45,.69,.37,10,66,.39,.34
2004,1285,.31,68,-135,36,11,17,21,.44,.70,.33,9,73,.46,.34
2004,1408,.37,64,-137,40,13,16,18,.41,.65,.33,10,70,.41,.35
2005,1349,.61,73,114,36,15,14,17,.48,.72,.33,10,69,.42,.34
2009,1457,.34,60,-183,36,10,13,18,.41,.68,.28,10,67,.42,.34
2013,1270,.39,64,-192,39,11,12,17,.41,.65,.32,12,71,.44,.33
2014,1334,.48,72,-73,36,12,12,23,.44,.77,.36,6,74,.45,.39
2003,1238,.36,70,-113,38,13,16,22,.41,.68,.33,12,74,.44,.35
2013,1333,.44,72,56,38,14,13,15,.45,.67,.36,10,70,.43,.34
2014,1397,.63,70,292,39,12,10,17,.44,.71,.33,9,61,.41,.34
2006,1336,.52,67,-12,36,15,12,13,.44,.67,.36,8,67,.45,.35
2007,1400,.73,82,339,41,13,12,17,.45,.73,.40,13,71,.41,.36
2010,1235,.47,72,69,39,14,13,15,.44,.66,.37,10,70,.42,.33
2011,1299,.41,69,-168,38,11,14,16,.42,.67,.33,10,75,.42,.35
2013,1439,.41,70,-145,38,10,12,18,.43,.71,.31,8,74,.44,.35
2008,1201,.39,68,-23,37,12,11,15,.41,.70,.34,9,68,.44,.34
2009,1265,.30,63,-178,38,10,15,20,.40,.63,.36,8,69,.41,.32
2011,1405,.10,57,-430,33,11,16,17,.40,.63,.32,6,71,.46,.36
2011,1345,.78,72,359,36,15,10,18,.45,.71,.37,10,61,.41,.33
2012,1409,.55,67,92,37,11,14,18,.45,.68,.38,9,64,.42,.36
2013,1141,.33,67,-148,34,12,13,16,.41,.74,.33,8,72,.48,.38
2015,1367,.63,68,177,37,13,10,16,.43,.66,.34,10,62,.41,.31
2016,1431,.56,76,36,37,15,12,20,.46,.66,.36,9,75,.43,.34
2006,1273,.32,73,-198,39,11,14,17,.44,.68,.33,8,80,.46,.35
2007,1337,.27,77,-184,37,14,15,20,.43,.71,.36,13,83,.50,.38
2003,1378,.50,67,-9,38,15,15,18,.43,.64,.34,13,68,.40,.31
